iter	Logloss
136	0.6193247812
137	0.6190194641
138	0.6187205014
139	0.6182688134
140	0.6177835773
141	0.6173773281
142	0.6167263376
143	0.6160097763
144	0.6156372074
145	0.6152005516
146	0.6146755651
147	0.6142331828
148	0.6137829994
149	0.6135057537
150	0.6130561752
151	0.6127692532
152	0.612277223
153	0.6120020806
154	0.6115829487
155	0.6112691393
156	0.6107068208
157	0.6102797197
158	0.609853496
159	0.6092847053
160	0.609002472
161	0.6086602341
162	0.6083285014
163	0.6077382678
164	0.6072540792
165	0.6069503311
166	0.606598182
167	0.6061300948
168	0.6056706823
169	0.6054358481
170	0.6050956156
171	0.6044948129
172	0.6040815405
173	0.6037871484
174	0.6035282164
175	0.6030107479
176	0.6025092386
177	0.6021802553
178	0.60156709
179	0.6011156753
180	0.6007402817
181	0.6001088001
182	0.5995937219
183	0.5992138019
184	0.5988098911
185	0.5985520948
186	0.5980835467
187	0.5977210358
188	0.5973988684
189	0.596858635
190	0.5964427637
191	0.5961944512
192	0.5957878244
193	0.5952713821
194	0.5947879807
195	0.5943001732
196	0.5936465995
197	0.5933865467
198	0.5930215762
199	0.5926198195
200	0.5923916686
201	0.5919737934
202	0.5916362013
203	0.5913430589
204	0.590877137
205	0.5901429684
206	0.5896022374
207	0.5891164558
208	0.5887749164
209	0.5883977825
210	0.5878307824
211	0.5874633591
212	0.5867914284
213	0.5864984759
214	0.5862929352
215	0.5860922626
216	0.5855527055
217	0.5850778708
218	0.5847571825
219	0.5844434049
220	0.5840087825
221	0.5837015809
222	0.5832183993
223	0.5827139113
224	0.5824310936
225	0.5821292971
226	0.5815888576
227	0.5811763438
228	0.5806938558
229	0.5802235855
230	0.5798704127
231	0.5794396808
232	0.5791416973
233	0.5787154564
234	0.5783709011
235	0.5780215435
236	0.5773855436
237	0.5766102685
238	0.5762579323
239	0.5758742495
240	0.5755291406
241	0.5750553598
242	0.5746659722
243	0.5741253572
244	0.5738627808
245	0.5735104597
246	0.5733412155
247	0.5728720529
248	0.5726762755
249	0.5721213913
250	0.571838827
251	0.5713944188
252	0.5709846799
253	0.5707334453
254	0.5704389259
255	0.5701485992
256	0.5697081121
257	0.5694043911
258	0.568957445
259	0.5680307094
260	0.5678040534
261	0.5673997094
262	0.5668750707
263	0.5659098252
264	0.5656859453
265	0.5654026825
266	0.5650881539
267	0.5648198764
268	0.5643956109
269	0.5640758342
270	0.5636787584
271	0.5633430576
272	0.5631387546
273	0.5627852479
274	0.5624236217
275	0.5621281964
276	0.5618921837
277	0.5615588977
278	0.5612295526
279	0.5609796694
280	0.5607735381
281	0.5605413252
282	0.5600748744
283	0.5599023796
284	0.5596236349
285	0.5593710901
286	0.5590899997
287	0.5587906118
288	0.5585943389
289	0.5581324893
290	0.5578828454
291	0.5575391276
292	0.5572543264
293	0.5567263019
294	0.5564274817
295	0.5561249778
296	0.5558229651
297	0.5554994002
298	0.555166546
299	0.5548740827
300	0.5545536174
301	0.5541254112
302	0.5537101303
303	0.5534858236
304	0.5530497697
305	0.5528813418
306	0.5524129901
307	0.551968926
308	0.5515197436
309	0.5511207877
310	0.5508133794
311	0.5505085321
312	0.5500628451
313	0.5493596593
314	0.5490793224
315	0.5487982072
316	0.5484389283
317	0.5481864362
318	0.5478850737
319	0.5475333449
320	0.5472301224
321	0.5467957571
322	0.5464487271
323	0.5460134409
324	0.5458031245
325	0.5454318519
326	0.5449139064
327	0.5446164707
328	0.544213444
329	0.5438375416
330	0.5436376397
331	0.5432481378
332	0.5429548449
333	0.5426663257
334	0.5423295169
335	0.5419408871
336	0.5414939184
337	0.5409018952
338	0.5406449625
339	0.540238416
340	0.5397389188
341	0.5394541976
342	0.5387968489
343	0.538506336
344	0.5382370456
345	0.5377638297
346	0.5375564228
347	0.5372534233
348	0.5367323135
349	0.5364248599
350	0.5361684078
351	0.5358191622
352	0.5354510553
353	0.5350666163
354	0.5348499102
355	0.5345360186
356	0.5342932513
357	0.533984774
358	0.5336520203
359	0.5333747641
360	0.5330800439
361	0.5328745498
362	0.5322690754
363	0.531898946
364	0.5312470579
365	0.5309381687
366	0.5307096587
367	0.5302467121
368	0.529979679
369	0.5296458976
370	0.5293359042
371	0.528883623
372	0.5286139218
373	0.5283654295
374	0.5280892392
375	0.5278427851
376	0.5275499013
377	0.5271837408
378	0.5267285692
379	0.5261328421
380	0.5259722695
381	0.5255671409
382	0.5254063589
383	0.5251054266
384	0.5248896601
385	0.5244995771
386	0.5240592561
387	0.5239020399
388	0.5236402378
389	0.5233789473
390	0.5230273126
391	0.5227563757
392	0.5221783125
393	0.5218741801
394	0.5215148088
395	0.5212508433
396	0.5210051627
397	0.5206573383
398	0.5203817445
399	0.5201371319
400	0.5199436082
401	0.5195567318
402	0.5191868518
403	0.5189860493
404	0.5182475765
405	0.5178976751
406	0.5175581233
407	0.5173185999
408	0.5170596074
409	0.516731544
410	0.5164326769
411	0.5159472986
412	0.5155394365
413	0.5150841125
414	0.5148136193
415	0.5142420359
416	0.5139663204
417	0.5137704559
418	0.5135835527
419	0.5133172344
420	0.5130114105
421	0.5128440169
422	0.5126857965
423	0.5122874345
424	0.5120930886
425	0.5118460485
426	0.5115556514
427	0.5113175054
428	0.5110630973
429	0.5109224547
430	0.5107172458
431	0.5103379724
432	0.5096930106
433	0.5094967715
434	0.5091145437
435	0.5087595892
436	0.5085426039
437	0.508152861
438	0.5078919638
439	0.5076036413
440	0.5074000389
441	0.5071391153
442	0.5068798219
443	0.5062921943
444	0.5060201154
445	0.5057165451
446	0.5055169998
447	0.5053203228
448	0.5050879356
449	0.5048050117
450	0.5044997175
451	0.5041413251
452	0.5038481101
453	0.5035543555
454	0.5033223681
455	0.503084385
456	0.5025698753
457	0.5023162725
458	0.5021023629
459	0.5018960975
460	0.5015705679
461	0.5012469357
462	0.5008750624
463	0.5006800701
464	0.5004440899
465	0.5001464525
466	0.4999401543
467	0.4996125792
468	0.4992799229
469	0.4990354532
470	0.4988069581
471	0.498653332
472	0.4984313485
473	0.4981892495
474	0.4978553807
475	0.4975068029
476	0.4971175311
477	0.4969376889
478	0.4966889974
479	0.4962870832
480	0.4958886867
481	0.4956786618
482	0.4954413187
483	0.4951941292
484	0.4948285525
485	0.494596776
486	0.4942816981
487	0.4939252173
488	0.4936332229
489	0.4934481746
490	0.4933373406
491	0.4930792431
492	0.4928017909
493	0.4925004672
494	0.4920770674
495	0.4918356763
496	0.4914485302
497	0.491143221
498	0.4909532464
499	0.490699516
500	0.4905476791
501	0.490353781
502	0.4899901328
503	0.4897719205
504	0.4895681412
505	0.4893536294
506	0.4890886165
507	0.4887315218
508	0.4886156774
509	0.4883167262
510	0.4879920303
511	0.4877895906
512	0.4875913432
513	0.4873765881
514	0.4870287559
515	0.486777978
516	0.4865181181
517	0.4862589175
518	0.4859706472
519	0.4857469306
520	0.4855376464
521	0.4852698495
522	0.4850310876
523	0.4847919508
524	0.4843835687
525	0.4841374883
526	0.4838798819
527	0.4835746809
528	0.4834846782
529	0.4832292254
530	0.4830877112
531	0.4827209597
532	0.4824619721
533	0.4822900575
534	0.4821041699
535	0.4816776812
536	0.4813762446
537	0.4811292794
538	0.4809244091
539	0.4806975728
540	0.4804517501
541	0.4802325583
542	0.480078743
543	0.4799814094
544	0.4797851948
545	0.4796581369
546	0.4793653269
547	0.4790531247
548	0.4787743115
549	0.4785369563
550	0.4783341342
551	0.4781572883
552	0.4779322571
553	0.4776734574
554	0.4772143068
555	0.4770052473
556	0.4768412248
557	0.4765493889
558	0.4763508847
559	0.4761327181
560	0.4758915043
561	0.475625161
562	0.4753537606
563	0.475043914
564	0.4747372864
565	0.4746015522
566	0.4742055435
567	0.4738113362
568	0.4735792158
569	0.4733307872
570	0.4731821766
571	0.4729288552
572	0.4725302201
573	0.4723311724
574	0.4720010435
575	0.4718127507
576	0.47147977
577	0.4713372435
578	0.4707824877
579	0.4705473112
580	0.4700572865
581	0.4696718615
582	0.4693553201
583	0.4689259522
584	0.4686280498
585	0.4684149714
586	0.468216511
587	0.467999412
588	0.467498707
589	0.4672347886
590	0.4670102036
591	0.466665715
592	0.4661978131
593	0.4660058153
594	0.465658967
595	0.4653030662
596	0.4649528122
597	0.4647575803
598	0.4645268057
599	0.4642741439
600	0.4639555008
601	0.463760768
602	0.4636250195
603	0.463364291
604	0.4629961348
605	0.4628316936
606	0.462653048
607	0.4624426744
608	0.4622201008
609	0.4619762735
610	0.4617267425
611	0.4615239899
612	0.4613304549
613	0.4611147378
614	0.4609496919
615	0.4599500654
616	0.4598370341
617	0.4596922615
618	0.4595029374
619	0.4593159761
620	0.4590586575
621	0.4587703088
622	0.4585559681
623	0.4583617862
624	0.4582042694
625	0.4579466085
626	0.4577219048
627	0.4575794268
628	0.4573406428
629	0.4571456565
630	0.4568859855
631	0.456563666
632	0.4562435458
633	0.4558630871
634	0.4553655357
635	0.4552559237
636	0.4550057015
637	0.4545807389
638	0.4543976779
639	0.4542230654
640	0.4540658419
641	0.4536494041
642	0.4532611784
643	0.4530689793
644	0.4528823109
645	0.4526332664
646	0.4523151765
647	0.4521261113
648	0.4518727196
649	0.4516924445
650	0.4515125044
651	0.4512080307
652	0.4509455242
653	0.4506809817
654	0.4503809528
655	0.4501209522
656	0.4498629651
657	0.4496880464
658	0.449409018
659	0.4489569596
660	0.4486913616
661	0.4478470808
662	0.447503458
663	0.4473335184
664	0.4472037292
665	0.4469873841
666	0.4468243512
667	0.44656125
668	0.4462794855
669	0.4461180326
670	0.4457965861
671	0.4454491671
672	0.4452799591
673	0.4449924667
674	0.4447116973
675	0.4445140355
676	0.4442038802
677	0.4435803452
678	0.4434166915
679	0.4431534775
680	0.4426174229
681	0.442337341
682	0.4420853025
683	0.4419148416
684	0.4415937674
685	0.441276557
686	0.4410407787
687	0.4408428289
688	0.4407475743
689	0.4403925936
690	0.4402075577
691	0.4399420996
692	0.439650019
693	0.4394775828
694	0.4392588744
695	0.4388961156
696	0.4386421199
697	0.4384279682
698	0.4382327309
699	0.4380925913
700	0.4379606591
701	0.4378253417
702	0.4377203237
703	0.4375486346
704	0.4373807833
705	0.4371252211
706	0.4369401023
707	0.436594361
708	0.4364057298
709	0.4361582
710	0.435983934
711	0.4358135153
712	0.4355971762
713	0.4352561689
714	0.4350418385
715	0.434869535
716	0.4346408199
717	0.4342377914
718	0.4339831612
719	0.4337842997
720	0.4335057499
721	0.4332759677
722	0.4330470633
723	0.4328626611
724	0.4326873664
725	0.4323725081
726	0.4321715582
727	0.4319000308
728	0.4316842098
729	0.4314799797
730	0.4312793636
731	0.4310766671
732	0.430541687
733	0.4303981723
734	0.4301797349
735	0.4299684252
736	0.4297174436
737	0.4296012165
738	0.4293298909
739	0.4290722076
740	0.4287900586
741	0.4286414608
742	0.4282724382
743	0.428085823
744	0.4278655099
745	0.4276604502
746	0.4272933998
747	0.4270150657
748	0.4268688673
749	0.4267140561
750	0.4265474665
751	0.426364483
752	0.4261833229
753	0.4260047882
754	0.425839589
755	0.4255661204
756	0.4252271209
757	0.4249864129
758	0.4248045326
759	0.4245174949
760	0.4243567471
761	0.4241628965
762	0.4238796402
763	0.4237215177
764	0.4234906966
765	0.4233527682
766	0.4231446716
767	0.4228788311
768	0.4227533729
769	0.4226089267
770	0.4224435897
771	0.4222418222
772	0.421990267
773	0.4216745052
774	0.4214829168
775	0.4210842041
776	0.420799686
777	0.4205152702
778	0.4203420772
779	0.4200825908
780	0.4199397351
781	0.4196771835
782	0.4195048779
783	0.4193503291
784	0.4192132663
785	0.4187934368
786	0.4184824624
787	0.4183109924
788	0.4180735041
789	0.4179010732
790	0.4177055874
791	0.4175862269
792	0.4173621375
793	0.4170368966
794	0.4167556442
795	0.4165537372
796	0.4164247876
797	0.4161472137
798	0.415875049
799	0.4156592498
800	0.4155098564
801	0.415356935
802	0.4151602184
803	0.4149090733
804	0.4147206389
805	0.414507244
806	0.4141848354
807	0.4139280947
808	0.4137131173
809	0.4136236149
810	0.4133030641
811	0.4131163727
812	0.4129164007
813	0.412702884
814	0.4125406384
815	0.4124176541
816	0.4120867513
817	0.4118689311
818	0.4115666153
819	0.411395806
820	0.4109550772
821	0.4107936305
822	0.4104636827
823	0.4103320282
824	0.4101574587
825	0.4100047732
826	0.4098200101
827	0.4096935599
828	0.4094066243
829	0.4092545928
830	0.4090322042
831	0.4087314917
832	0.4084208282
833	0.4082339118
834	0.4080178893
835	0.4077809959
836	0.4076116067
837	0.4073565872
838	0.4071776405
839	0.4070195779
840	0.4068961568
841	0.4066461281
842	0.4064949026
843	0.4062123289
844	0.4060649826
845	0.4059242385
846	0.4058083935
847	0.4056146776
848	0.4051297543
849	0.4048655541
850	0.4045535831
851	0.4044738382
852	0.4043615037
853	0.4041774869
854	0.4040354552
855	0.4038598234
856	0.4035957563
857	0.4034240998
858	0.4032481018
859	0.4030910115
860	0.4028956581
861	0.4024317589
862	0.4020944467
863	0.4019841958
864	0.4017642226
865	0.4015950723
866	0.401402306
867	0.4011947156
868	0.4010810482
869	0.4008539076
870	0.4007057859
871	0.4003965853
872	0.4000738174
873	0.3998499278
874	0.3996552832
875	0.3994427754
876	0.3992176113
877	0.3990458566
878	0.398788187
879	0.3986701717
880	0.3984675813
881	0.3983100868
882	0.3979959841
883	0.3978455506
884	0.3976371568
885	0.3973732094
886	0.3971040931
887	0.3969179053
888	0.3965892271
889	0.3964316899
890	0.3962380915
891	0.3958741304
892	0.3956233426
893	0.3954239941
894	0.3951932141
895	0.3950398975
896	0.3948441677
897	0.3946113766
898	0.3943895851
899	0.394215436
900	0.3940688095
901	0.3937964873
902	0.3935239358
903	0.3931703862
904	0.3927364998
905	0.3925766037
906	0.3923139028
907	0.3921281537
908	0.3920434435
909	0.3918886466
910	0.3917308802
911	0.3914268263
912	0.3912856284
913	0.3911819834
914	0.3910581349
915	0.3906549365
916	0.3904107396
917	0.3902012807
918	0.3899276424
919	0.3896296716
920	0.3894425014
921	0.3892734035
922	0.3890280577
923	0.3886757472
924	0.3884917767
925	0.3882894936
926	0.3880684727
927	0.3879085652
928	0.3877629192
929	0.3876964433
930	0.387470211
931	0.3873218942
932	0.3871305803
933	0.3869876542
934	0.3868091386
935	0.3866352839
936	0.3864099704
937	0.386221005
938	0.3860330685
939	0.385723776
940	0.3855843871
941	0.3854488058
942	0.385182373
943	0.3851068579
944	0.3845642218
945	0.3843720065
946	0.3841689705
947	0.3839898037
948	0.3838594741
949	0.3837045006
950	0.3836192583
951	0.3833178792
952	0.383159345
953	0.3830545027
954	0.3829047792
955	0.3827160558
956	0.3825598676
957	0.3823494076
958	0.3821680444
959	0.3815913575
960	0.3813006325
961	0.381192343
962	0.3810993936
963	0.3808350318
964	0.3804889862
965	0.3802514367
966	0.380095989
967	0.3798355509
968	0.3797096941
969	0.3794575938
970	0.3792537775
971	0.3790115455
972	0.3784728518
973	0.3782598521
974	0.3780946715
975	0.3778955473
976	0.3776702696
977	0.3774745717
978	0.3772712836
979	0.3770174997
980	0.3768417946
981	0.3766770525
982	0.3764638906
983	0.3761120693
984	0.375833096
985	0.375675167
986	0.3754503972
987	0.3752088128
988	0.374837462
989	0.3745906424
990	0.3744627778
991	0.3742100583
992	0.3740496444
993	0.3738361663
994	0.3733507602
995	0.3731532876
996	0.3730569318
997	0.3728688086
998	0.3727133488
999	0.372511655
